,Day_Type,Date,Building,Type
7052,-2,7/4/2018,B147,0
7053,4,7/5/2018,B147,0
7054,5,7/6/2018,B147,0
7055,-1,7/7/2018,B147,0
7056,-1,7/8/2018,B147,0
7057,1,7/9/2018,B147,0
7058,2,7/10/2018,B147,0
7059,3,7/11/2018,B147,0
7060,4,7/12/2018,B147,0
7061,5,7/13/2018,B147,0
7062,-1,7/14/2018,B147,0
7063,-1,7/15/2018,B147,0
7064,1,7/16/2018,B147,0
7065,2,7/17/2018,B147,0
7066,3,7/18/2018,B147,0
7067,4,7/19/2018,B147,0
7068,5,7/20/2018,B147,0
7069,-1,7/21/2018,B147,0
7070,-1,7/22/2018,B147,0
7071,1,7/23/2018,B147,0
7072,2,7/24/2018,B147,0
7073,3,7/25/2018,B147,0
7074,4,7/26/2018,B147,0
7075,5,7/27/2018,B147,0
7076,-1,7/28/2018,B147,0
7077,-1,7/29/2018,B147,0
7078,1,7/30/2018,B147,0
7079,2,7/31/2018,B147,0
7080,3,8/1/2018,B147,0
7081,4,8/2/2018,B147,0
7082,5,8/3/2018,B147,0
7083,-1,8/4/2018,B147,0
7084,-1,8/5/2018,B147,0
7085,1,8/6/2018,B147,0
7086,2,8/7/2018,B147,0
7087,3,8/8/2018,B147,0
7088,4,8/9/2018,B147,0
7089,5,8/10/2018,B147,0
7090,-1,8/11/2018,B147,0
7091,-1,8/12/2018,B147,0
7092,1,8/13/2018,B147,0
7093,2,8/14/2018,B147,0
7094,3,8/15/2018,B147,0
7095,4,8/16/2018,B147,0
7096,5,8/17/2018,B147,0
7097,-1,8/18/2018,B147,0
7098,-1,8/19/2018,B147,0
7099,1,8/20/2018,B147,0
7100,2,8/21/2018,B147,0
7101,3,8/22/2018,B147,0
7102,4,8/23/2018,B147,0
7103,5,8/24/2018,B147,0
7104,-1,8/25/2018,B147,0
7105,-1,8/26/2018,B147,0
7106,1,8/27/2018,B147,0
7107,2,8/28/2018,B147,0
7108,3,8/29/2018,B147,0
7109,4,8/30/2018,B147,0
7110,-2,1/1/2018,B148,-1
7111,-2,1/2/2018,B148,-1
7112,3,1/3/2018,B148,-1
7113,4,1/4/2018,B148,-1
7114,5,1/5/2018,B148,-1
7115,-1,1/6/2018,B148,-1
7116,-1,1/7/2018,B148,-1
7117,1,1/8/2018,B148,-1
7118,2,1/9/2018,B148,-1
7119,3,1/10/2018,B148,-1
7120,4,1/11/2018,B148,-1
7121,5,1/12/2018,B148,-1
7122,-1,1/13/2018,B148,-1
7123,-1,1/14/2018,B148,-1
7124,-2,1/15/2018,B148,-1
7125,2,1/16/2018,B148,-1
7126,3,1/17/2018,B148,-1
7127,4,1/18/2018,B148,-1
7128,5,1/19/2018,B148,-1
7129,-1,1/20/2018,B148,-1
7130,-1,1/21/2018,B148,-1
7131,1,1/22/2018,B148,-1
7132,2,1/23/2018,B148,-1
7133,3,1/24/2018,B148,-1
7134,4,1/25/2018,B148,-1
7135,5,1/26/2018,B148,-1
7136,-1,1/27/2018,B148,-1
7137,-1,1/28/2018,B148,-1
7138,1,1/29/2018,B148,-1
7139,2,1/30/2018,B148,-1
7140,4,2/1/2018,B148,-1
7141,5,2/2/2018,B148,-1
7142,-1,2/3/2018,B148,-1
7143,-1,2/4/2018,B148,-1
7144,1,2/5/2018,B148,-1
7145,2,2/6/2018,B148,-1
7146,3,2/7/2018,B148,-1
7147,4,2/8/2018,B148,-1
7148,5,2/9/2018,B148,-1
7149,-1,2/10/2018,B148,-1
7150,-1,2/11/2018,B148,-1
7151,1,2/12/2018,B148,-1
7152,2,2/13/2018,B148,-1
7153,3,2/14/2018,B148,-1
7154,4,2/15/2018,B148,-1
7155,5,2/16/2018,B148,-1
7156,-1,2/17/2018,B148,-1
7157,-1,2/18/2018,B148,-1
7158,1,2/19/2018,B148,-1
7159,2,2/20/2018,B148,-1
7160,3,2/21/2018,B148,-1
7161,4,2/22/2018,B148,-1
7162,5,2/23/2018,B148,-1
7163,-1,2/24/2018,B148,-1
7164,-1,2/25/2018,B148,-1
7165,1,2/26/2018,B148,-1
7166,2,2/27/2018,B148,-1
7167,4,3/1/2018,B148,-1
7168,5,3/2/2018,B148,-1
7169,-1,3/3/2018,B148,-1
7170,-1,3/4/2018,B148,-1
7171,1,3/5/2018,B148,-1
7172,2,3/6/2018,B148,-1
7173,3,3/7/2018,B148,-1
7174,4,3/8/2018,B148,-1
7175,5,3/9/2018,B148,-1
7176,-1,3/10/2018,B148,-1
7177,-1,3/10/2018,B148,-1
7178,1,3/12/2018,B148,-1
7179,2,3/13/2018,B148,-1
7180,3,3/14/2018,B148,-1
7181,4,3/15/2018,B148,-1
7182,5,3/16/2018,B148,-1
7183,-1,3/17/2018,B148,-1
7184,-1,3/18/2018,B148,-1
7185,-2,3/19/2018,B148,-1
7186,-2,3/20/2018,B148,-1
7187,-2,3/21/2018,B148,-1
7188,-2,3/22/2018,B148,-1
7189,-2,3/23/2018,B148,-1
7190,-1,3/24/2018,B148,-1
7191,-1,3/25/2018,B148,-1
7192,1,3/26/2018,B148,-1
7193,2,3/27/2018,B148,-1
7194,3,3/28/2018,B148,-1
7195,4,3/29/2018,B148,-1
7196,5,3/30/2018,B148,-1
7197,-1,4/1/2018,B148,-1
7198,1,4/2/2018,B148,-1
7199,2,4/3/2018,B148,-1
7200,3,4/4/2018,B148,-1
7201,4,4/5/2018,B148,-1
7202,5,4/6/2018,B148,-1
7203,-1,4/7/2018,B148,-1
7204,-1,4/8/2018,B148,-1
7205,1,4/9/2018,B148,-1
7206,2,4/10/2018,B148,-1
7207,3,4/11/2018,B148,-1
7208,4,4/12/2018,B148,-1
7209,5,4/13/2018,B148,-1
7210,-1,4/14/2018,B148,-1
7211,-1,4/15/2018,B148,-1
7212,1,4/16/2018,B148,-1
7213,2,4/17/2018,B148,-1
7214,3,4/18/2018,B148,-1
7215,4,4/19/2018,B148,-1
7216,5,4/20/2018,B148,-1
7217,-1,4/21/2018,B148,-1
7218,-1,4/22/2018,B148,-1
7219,1,4/23/2018,B148,-1
7220,2,4/24/2018,B148,-1
7221,3,4/25/2018,B148,-1
7222,4,4/26/2018,B148,-1
7223,5,4/27/2018,B148,-1
7224,-1,4/28/2018,B148,-1
7225,-1,4/29/2018,B148,-1
7226,2,5/1/2018,B148,-1
7227,3,5/2/2018,B148,-1
7228,4,5/3/2018,B148,-1
7229,5,5/4/2018,B148,-1
7230,-1,5/5/2018,B148,-1
7231,-1,5/6/2018,B148,-1
7232,1,5/7/2018,B148,-1
7233,2,5/8/2018,B148,-1
7234,3,5/9/2018,B148,-1
7235,4,5/10/2018,B148,-1
7236,5,5/11/2018,B148,-1
7237,-1,5/12/2018,B148,-1
7238,-1,5/13/2018,B148,-1
7239,1,5/14/2018,B148,-1
7240,2,5/15/2018,B148,-1
7241,3,5/16/2018,B148,-1
7242,4,5/17/2018,B148,-1
7243,5,5/18/2018,B148,-1
7244,-1,5/19/2018,B148,-1
7245,-1,5/20/2018,B148,-1
7246,1,5/21/2018,B148,-1
7247,2,5/22/2018,B148,-1
7248,3,5/23/2018,B148,-1
7249,4,5/24/2018,B148,-1
7250,5,5/25/2018,B148,-1
7251,-1,5/26/2018,B148,-1
7252,-1,5/27/2018,B148,-1
7253,-2,5/28/2018,B148,-1
7254,2,5/29/2018,B148,-1
7255,3,5/30/2018,B148,-1
7256,5,6/1/2018,B148,-1
7257,-1,6/2/2018,B148,-1
7258,-1,6/3/2018,B148,-1
7259,1,6/4/2018,B148,-1
7260,2,6/5/2018,B148,-1
7261,3,6/6/2018,B148,-1
7262,4,6/7/2018,B148,-1
7263,5,6/8/2018,B148,-1
7264,-1,6/9/2018,B148,-1
7265,-1,6/10/2018,B148,-1
7266,1,6/11/2018,B148,-1
7267,2,6/12/2018,B148,-1
7268,3,6/13/2018,B148,-1
7269,4,6/14/2018,B148,-1
7270,5,6/15/2018,B148,-1
7271,-1,6/16/2018,B148,-1
7272,-1,6/17/2018,B148,-1
7273,1,6/18/2018,B148,-1
7274,2,6/19/2018,B148,-1
7275,3,6/20/2018,B148,-1
7276,4,6/21/2018,B148,-1
7277,5,6/22/2018,B148,-1
7278,-1,6/23/2018,B148,-1
7279,-1,6/24/2018,B148,-1
7280,1,6/25/2018,B148,-1
7281,2,6/26/2018,B148,-1
7282,3,6/27/2018,B148,-1
7283,4,6/28/2018,B148,-1
7284,5,6/29/2018,B148,-1
7285,-1,6/30/2018,B148,-1
7286,-1,7/1/2018,B148,-1
7287,1,7/2/2018,B148,-1
7288,-2,7/3/2018,B148,-1
7289,-2,7/4/2018,B148,-1
7290,4,7/5/2018,B148,-1
7291,5,7/6/2018,B148,-1
7292,-1,7/7/2018,B148,-1
7293,-1,7/8/2018,B148,-1
7294,1,7/9/2018,B148,-1
7295,2,7/10/2018,B148,-1
7296,3,7/11/2018,B148,-1
7297,4,7/12/2018,B148,-1
7298,5,7/13/2018,B148,-1
7299,-1,7/14/2018,B148,-1
7300,-1,7/15/2018,B148,-1
7301,1,7/16/2018,B148,-1
7302,2,7/17/2018,B148,-1
7303,3,7/18/2018,B148,-1
7304,4,7/19/2018,B148,-1
7305,5,7/20/2018,B148,-1
7306,-1,7/21/2018,B148,-1
7307,-1,7/22/2018,B148,-1
7308,1,7/23/2018,B148,-1
7309,2,7/24/2018,B148,-1
7310,3,7/25/2018,B148,-1
7311,4,7/26/2018,B148,-1
7312,5,7/27/2018,B148,-1
7313,-1,7/28/2018,B148,-1
7314,-1,7/29/2018,B148,-1
7315,1,7/30/2018,B148,-1
7316,2,7/31/2018,B148,-1
7317,3,8/1/2018,B148,-1
7318,4,8/2/2018,B148,-1
7319,5,8/3/2018,B148,-1
7320,-1,8/4/2018,B148,-1
7321,-1,8/5/2018,B148,-1
7322,1,8/6/2018,B148,-1
7323,2,8/7/2018,B148,-1
7324,3,8/8/2018,B148,-1
7325,4,8/9/2018,B148,-1
7326,5,8/10/2018,B148,-1
7327,-1,8/11/2018,B148,-1
7328,-1,8/12/2018,B148,-1
7329,1,8/13/2018,B148,-1
7330,2,8/14/2018,B148,-1
7331,3,8/15/2018,B148,-1
7332,4,8/16/2018,B148,-1
7333,5,8/17/2018,B148,-1
7334,-1,8/18/2018,B148,-1
7335,-1,8/19/2018,B148,-1
7336,1,8/20/2018,B148,-1
7337,2,8/21/2018,B148,-1
7338,3,8/22/2018,B148,-1
7339,4,8/23/2018,B148,-1
7340,5,8/24/2018,B148,-1
7341,-1,8/25/2018,B148,-1
7342,-1,8/26/2018,B148,-1
7343,1,8/27/2018,B148,-1
7344,2,8/28/2018,B148,-1
7345,3,8/29/2018,B148,-1
7346,4,8/30/2018,B148,-1
7347,-2,1/1/2018,B149,-1
7348,-2,1/2/2018,B149,-1
7349,3,1/3/2018,B149,-1
7350,4,1/4/2018,B149,-1
7351,5,1/5/2018,B149,0
7352,-1,1/6/2018,B149,-1
7353,-1,1/7/2018,B149,-1
7354,1,1/8/2018,B149,-1
7355,2,1/9/2018,B149,-1
7356,3,1/10/2018,B149,-1
7357,4,1/11/2018,B149,-1
7358,5,1/12/2018,B149,-1
7359,-1,1/13/2018,B149,0
7360,-1,1/14/2018,B149,0
7361,-2,1/15/2018,B149,0
7362,2,1/16/2018,B149,0
7363,3,1/17/2018,B149,0
7364,4,1/18/2018,B149,3
7365,5,1/19/2018,B149,0
7366,-1,1/20/2018,B149,0
7367,-1,1/21/2018,B149,2
7368,1,1/22/2018,B149,-1
7369,2,1/23/2018,B149,-1
7370,3,1/24/2018,B149,-1
7371,4,1/25/2018,B149,0
7372,5,1/26/2018,B149,0
7373,-1,1/27/2018,B149,0
7374,-1,1/28/2018,B149,-1
7375,1,1/29/2018,B149,0
7376,2,1/30/2018,B149,-1
7377,4,2/1/2018,B149,-1
7378,5,2/2/2018,B149,-1
7379,-1,2/3/2018,B149,-1
7380,-1,2/4/2018,B149,2
7381,1,2/5/2018,B149,0
7382,2,2/6/2018,B149,-1
7383,3,2/7/2018,B149,-1
7384,4,2/8/2018,B149,-1
7385,5,2/9/2018,B149,-1
7386,-1,2/10/2018,B149,-1
7387,-1,2/11/2018,B149,-1
7388,1,2/12/2018,B149,-1
7389,2,2/13/2018,B149,-1
7390,3,2/14/2018,B149,-1
7391,4,2/15/2018,B149,-1
7392,5,2/16/2018,B149,-1
7393,-1,2/17/2018,B149,-1
7394,-1,2/18/2018,B149,-1
7395,1,2/19/2018,B149,-1
7396,2,2/20/2018,B149,-1
7397,3,2/21/2018,B149,-1
7398,4,2/22/2018,B149,-1
7399,5,2/23/2018,B149,-1
7400,-1,2/24/2018,B149,-1
7401,-1,2/25/2018,B149,-1
7402,1,2/26/2018,B149,-1
7403,2,2/27/2018,B149,-1
7404,4,3/1/2018,B149,-1
7405,5,3/2/2018,B149,-1
7406,-1,3/3/2018,B149,-1
7407,-1,3/4/2018,B149,-1
7408,1,3/5/2018,B149,-1
7409,2,3/6/2018,B149,-1
7410,3,3/7/2018,B149,-1
7411,4,3/8/2018,B149,-1
7412,5,3/9/2018,B149,-1
7413,-1,3/10/2018,B149,-1
7414,-1,3/10/2018,B149,-1
7415,1,3/12/2018,B149,-1
7416,2,3/13/2018,B149,-1
7417,3,3/14/2018,B149,-1
7418,4,3/15/2018,B149,-1
7419,5,3/16/2018,B149,-1
7420,-1,3/17/2018,B149,-1
7421,-1,3/18/2018,B149,-1
7422,-2,3/19/2018,B149,-1
7423,-2,3/20/2018,B149,-1
7424,-2,3/21/2018,B149,-1
7425,-2,3/22/2018,B149,-1
7426,-2,3/23/2018,B149,-1
7427,-1,3/24/2018,B149,-1
7428,-1,3/25/2018,B149,-1
7429,1,3/26/2018,B149,-1
7430,2,3/27/2018,B149,-1
7431,3,3/28/2018,B149,-1
7432,4,3/29/2018,B149,-1
7433,5,3/30/2018,B149,-1
7434,-1,4/1/2018,B149,-1
7435,1,4/2/2018,B149,-1
7436,2,4/3/2018,B149,-1
7437,3,4/4/2018,B149,-1
7438,4,4/5/2018,B149,-1
7439,5,4/6/2018,B149,2
7440,-1,4/7/2018,B149,-1
7441,-1,4/8/2018,B149,-1
7442,1,4/9/2018,B149,-1
7443,2,4/10/2018,B149,-1
7444,3,4/11/2018,B149,-1
7445,4,4/12/2018,B149,-1
7446,5,4/13/2018,B149,-1
7447,-1,4/14/2018,B149,-1
7448,-1,4/15/2018,B149,-1
7449,1,4/16/2018,B149,-1
7450,2,4/17/2018,B149,-1
7451,3,4/18/2018,B149,-1
7452,4,4/19/2018,B149,-1
7453,5,4/20/2018,B149,2
7454,-1,4/21/2018,B149,0
7455,-1,4/22/2018,B149,0
7456,1,4/23/2018,B149,2
7457,2,4/24/2018,B149,-1
7458,3,4/25/2018,B149,-1
7459,4,4/26/2018,B149,-1
7460,5,4/27/2018,B149,-1
7461,-1,4/28/2018,B149,-1
7462,-1,4/29/2018,B149,-1
7463,2,5/1/2018,B149,-1
7464,3,5/2/2018,B149,-1
7465,4,5/3/2018,B149,-1
7466,5,5/4/2018,B149,2
7467,-1,5/5/2018,B149,-1
7468,-1,5/6/2018,B149,-1
7469,1,5/7/2018,B149,-1
7470,2,5/8/2018,B149,-1
7471,3,5/9/2018,B149,-1
7472,4,5/10/2018,B149,-1
7473,5,5/11/2018,B149,-1
7474,-1,5/12/2018,B149,-1
7475,-1,5/13/2018,B149,-1
7476,1,5/14/2018,B149,-1
7477,2,5/15/2018,B149,-1
7478,3,5/16/2018,B149,-1
7479,4,5/17/2018,B149,-1
7480,5,5/18/2018,B149,-1
7481,-1,5/19/2018,B149,-1
7482,-1,5/20/2018,B149,-1
7483,1,5/21/2018,B149,-1
7484,2,5/22/2018,B149,-1
7485,3,5/23/2018,B149,-1
7486,4,5/24/2018,B149,-1
7487,5,5/25/2018,B149,-1
7488,-1,5/26/2018,B149,-1
7489,-1,5/27/2018,B149,-1
7490,-2,5/28/2018,B149,-1
7491,2,5/29/2018,B149,-1
7492,3,5/30/2018,B149,-1
7493,5,6/1/2018,B149,-1
7494,-1,6/2/2018,B149,-1
7495,-1,6/3/2018,B149,-1
7496,1,6/4/2018,B149,-1
7497,2,6/5/2018,B149,-1
7498,3,6/6/2018,B149,-1
7499,4,6/7/2018,B149,-1
7500,5,6/8/2018,B149,-1
7501,-1,6/9/2018,B149,-1
7502,-1,6/10/2018,B149,-1
7503,1,6/11/2018,B149,-1
7504,2,6/12/2018,B149,-1
7505,3,6/13/2018,B149,-1
7506,4,6/14/2018,B149,-1
7507,5,6/15/2018,B149,-1
7508,-1,6/16/2018,B149,-1
7509,-1,6/17/2018,B149,-1
7510,1,6/18/2018,B149,-1
7511,2,6/19/2018,B149,-1
7512,3,6/20/2018,B149,-1
7513,4,6/21/2018,B149,-1
7514,5,6/22/2018,B149,-1
7515,-1,6/23/2018,B149,-1
7516,-1,6/24/2018,B149,-1
7517,1,6/25/2018,B149,-1
7518,2,6/26/2018,B149,2
7519,3,6/27/2018,B149,-1
7520,4,6/28/2018,B149,-1
7521,5,6/29/2018,B149,-1
7522,-1,6/30/2018,B149,-1
7523,-1,7/1/2018,B149,-1
7524,1,7/2/2018,B149,-1
7525,-2,7/3/2018,B149,-1
7526,-2,7/4/2018,B149,-1
7527,4,7/5/2018,B149,-1
7528,5,7/6/2018,B149,2
7529,-1,7/7/2018,B149,-1
7530,-1,7/8/2018,B149,-1
7531,1,7/9/2018,B149,-1
7532,2,7/10/2018,B149,-1
7533,3,7/11/2018,B149,-1
7534,4,7/12/2018,B149,-1
7535,5,7/13/2018,B149,-1
7536,-1,7/14/2018,B149,-1
7537,-1,7/15/2018,B149,-1
7538,1,7/16/2018,B149,-1
7539,2,7/17/2018,B149,-1
7540,3,7/18/2018,B149,-1
7541,4,7/19/2018,B149,-1
7542,5,7/20/2018,B149,-1
7543,-1,7/21/2018,B149,-1
7544,-1,7/22/2018,B149,-1
7545,1,7/23/2018,B149,-1
7546,2,7/24/2018,B149,-1
7547,3,7/25/2018,B149,-1
7548,4,7/26/2018,B149,-1
7549,5,7/27/2018,B149,-1
7550,-1,7/28/2018,B149,-1
7551,-1,7/29/2018,B149,-1
7552,1,7/30/2018,B149,-1
7553,2,7/31/2018,B149,-1
7554,3,8/1/2018,B149,-1
7555,4,8/2/2018,B149,-1
7556,5,8/3/2018,B149,-1
7557,-1,8/4/2018,B149,-1
7558,-1,8/5/2018,B149,-1
7559,1,8/6/2018,B149,-1
7560,2,8/7/2018,B149,-1
7561,3,8/8/2018,B149,-1
7562,4,8/9/2018,B149,-1
7563,5,8/10/2018,B149,-1
7564,-1,8/11/2018,B149,-1
7565,-1,8/12/2018,B149,-1
7566,1,8/13/2018,B149,-1
7567,2,8/14/2018,B149,2
7568,3,8/15/2018,B149,-1
7569,4,8/16/2018,B149,-1
7570,5,8/17/2018,B149,-1
7571,-1,8/18/2018,B149,-1
7572,-1,8/19/2018,B149,-1
7573,1,8/20/2018,B149,-1
7574,2,8/21/2018,B149,-1
7575,3,8/22/2018,B149,2
7576,4,8/23/2018,B149,0
7577,5,8/24/2018,B149,-1
7578,-1,8/25/2018,B149,0
7579,-1,8/26/2018,B149,-1
7580,1,8/27/2018,B149,-1
7581,2,8/28/2018,B149,-1
7582,3,8/29/2018,B149,-1
7583,4,8/30/2018,B149,-1
7584,-2,1/1/2018,B151,0
7585,-2,1/2/2018,B151,3
7586,3,1/3/2018,B151,0
7587,4,1/4/2018,B151,0
7588,5,1/5/2018,B151,0
7589,-1,1/6/2018,B151,0
7590,-1,1/7/2018,B151,0
7591,1,1/8/2018,B151,0
7592,2,1/9/2018,B151,-1
7593,3,1/10/2018,B151,-1
7594,4,1/11/2018,B151,-1
7595,5,1/12/2018,B151,-1
7596,-1,1/13/2018,B151,0
7597,-1,1/14/2018,B151,0
7598,-2,1/15/2018,B151,0
7599,2,1/16/2018,B151,-1
7600,3,1/17/2018,B151,0
7601,4,1/18/2018,B151,0
7602,5,1/19/2018,B151,0
7603,-1,1/20/2018,B151,0
7604,-1,1/21/2018,B151,0
7605,1,1/22/2018,B151,0
7606,2,1/23/2018,B151,0
7607,3,1/24/2018,B151,0
7608,4,1/25/2018,B151,0
7609,5,1/26/2018,B151,0
7610,-1,1/27/2018,B151,0
7611,-1,1/28/2018,B151,0
7612,1,1/29/2018,B151,0
7613,2,1/30/2018,B151,0
7614,4,2/1/2018,B151,0
7615,5,2/2/2018,B151,0
7616,-1,2/3/2018,B151,0
7617,-1,2/4/2018,B151,0
7618,1,2/5/2018,B151,0
7619,2,2/6/2018,B151,0
7620,3,2/7/2018,B151,0
7621,4,2/8/2018,B151,0
7622,5,2/9/2018,B151,0
7623,-1,2/10/2018,B151,0
7624,-1,2/11/2018,B151,0
7625,1,2/12/2018,B151,0
7626,2,2/13/2018,B151,0
7627,3,2/14/2018,B151,0
7628,4,2/15/2018,B151,0
7629,5,2/16/2018,B151,0
7630,-1,2/17/2018,B151,0
7631,-1,2/18/2018,B151,0
7632,1,2/19/2018,B151,0
7633,2,2/20/2018,B151,0
7634,3,2/21/2018,B151,0
7635,4,2/22/2018,B151,0
7636,5,2/23/2018,B151,0
7637,-1,2/24/2018,B151,0
7638,-1,2/25/2018,B151,0
7639,1,2/26/2018,B151,0
7640,2,2/27/2018,B151,0
7641,4,3/1/2018,B151,0
7642,5,3/2/2018,B151,0
7643,-1,3/3/2018,B151,0
7644,-1,3/4/2018,B151,0
7645,1,3/5/2018,B151,4
7646,2,3/6/2018,B151,-1
7647,3,3/7/2018,B151,-1
7648,4,3/8/2018,B151,-1
7649,5,3/9/2018,B151,1
7650,-1,3/10/2018,B151,0
7651,-1,3/10/2018,B151,0
7652,1,3/12/2018,B151,0
7653,2,3/13/2018,B151,0
7654,3,3/14/2018,B151,0
7655,4,3/15/2018,B151,0
7656,5,3/16/2018,B151,0
7657,-1,3/17/2018,B151,0
7658,-1,3/18/2018,B151,-1
7659,-2,3/19/2018,B151,0
7660,-2,3/20/2018,B151,0
7661,-2,3/21/2018,B151,0
7662,-2,3/22/2018,B151,1
7663,-2,3/23/2018,B151,1
7664,-1,3/24/2018,B151,1
7665,-1,3/25/2018,B151,0
7666,1,3/26/2018,B151,4
7667,2,3/27/2018,B151,2
7668,3,3/28/2018,B151,1
7669,4,3/29/2018,B151,2
7670,5,3/30/2018,B151,0
7671,-1,4/1/2018,B151,0
7672,1,4/2/2018,B151,1
7673,2,4/3/2018,B151,4
7674,3,4/4/2018,B151,2
7675,4,4/5/2018,B151,4
7676,5,4/6/2018,B151,0
7677,-1,4/7/2018,B151,1
7678,-1,4/8/2018,B151,0
7679,1,4/9/2018,B151,2
7680,2,4/10/2018,B151,2
7681,3,4/11/2018,B151,4
7682,4,4/12/2018,B151,4
7683,5,4/13/2018,B151,4
7684,-1,4/14/2018,B151,0
7685,-1,4/15/2018,B151,1
7686,1,4/16/2018,B151,1
7687,2,4/17/2018,B151,1
7688,3,4/18/2018,B151,1
7689,4,4/19/2018,B151,0
7690,5,4/20/2018,B151,1
7691,-1,4/21/2018,B151,0
7692,-1,4/22/2018,B151,1
7693,1,4/23/2018,B151,0
7694,2,4/24/2018,B151,0
7695,3,4/25/2018,B151,1
7696,4,4/26/2018,B151,0
7697,5,4/27/2018,B151,0
7698,-1,4/28/2018,B151,0
7699,-1,4/29/2018,B151,0
7700,2,5/1/2018,B151,1
7701,3,5/2/2018,B151,1
7702,4,5/3/2018,B151,1
7703,5,5/4/2018,B151,1
7704,-1,5/5/2018,B151,1
7705,-1,5/6/2018,B151,0
7706,1,5/7/2018,B151,0
7707,2,5/8/2018,B151,0
7708,3,5/9/2018,B151,4
7709,4,5/10/2018,B151,1
7710,5,5/11/2018,B151,2
7711,-1,5/12/2018,B151,0
7712,-1,5/13/2018,B151,0
7713,1,5/14/2018,B151,0
7714,2,5/15/2018,B151,0
7715,3,5/16/2018,B151,0
7716,4,5/17/2018,B151,0
7717,5,5/18/2018,B151,1
7718,-1,5/19/2018,B151,1
7719,-1,5/20/2018,B151,0
7720,1,5/21/2018,B151,0
7721,2,5/22/2018,B151,0
7722,3,5/23/2018,B151,0
7723,4,5/24/2018,B151,0
7724,5,5/25/2018,B151,1
7725,-1,5/26/2018,B151,1
7726,-1,5/27/2018,B151,0
7727,-2,5/28/2018,B151,0
7728,2,5/29/2018,B151,0
7729,3,5/30/2018,B151,1
7730,5,6/1/2018,B151,4
7731,-1,6/2/2018,B151,1
7732,-1,6/3/2018,B151,0
7733,1,6/4/2018,B151,4
7734,2,6/5/2018,B151,0
7735,3,6/6/2018,B151,0
7736,4,6/7/2018,B151,0
7737,5,6/8/2018,B151,0
7738,-1,6/9/2018,B151,0
7739,-1,6/10/2018,B151,4
7740,1,6/11/2018,B151,1
7741,2,6/12/2018,B151,0
7742,3,6/13/2018,B151,2
7743,4,6/14/2018,B151,1
7744,5,6/15/2018,B151,0
7745,-1,6/16/2018,B151,1
7746,-1,6/17/2018,B151,0
7747,1,6/18/2018,B151,4
7748,2,6/19/2018,B151,4
7749,3,6/20/2018,B151,4
7750,4,6/21/2018,B151,0
7751,5,6/22/2018,B151,2
7752,-1,6/23/2018,B151,4
7753,-1,6/24/2018,B151,0
7754,1,6/25/2018,B151,4
7755,2,6/26/2018,B151,0
7756,3,6/27/2018,B151,4
7757,4,6/28/2018,B151,2
7758,5,6/29/2018,B151,2
7759,-1,6/30/2018,B151,0
7760,-1,7/1/2018,B151,2
7761,1,7/2/2018,B151,0
7762,-2,7/3/2018,B151,0
7763,-2,7/4/2018,B151,2
7764,4,7/5/2018,B151,2
7765,5,7/6/2018,B151,0
7766,-1,7/7/2018,B151,0
7767,-1,7/8/2018,B151,0
7768,1,7/9/2018,B151,1
7769,2,7/10/2018,B151,0
7770,3,7/11/2018,B151,4
7771,4,7/12/2018,B151,4
7772,5,7/13/2018,B151,0
7773,-1,7/14/2018,B151,1
7774,-1,7/15/2018,B151,0
7775,1,7/16/2018,B151,0
7776,2,7/17/2018,B151,4
7777,3,7/18/2018,B151,0
7778,4,7/19/2018,B151,1
7779,5,7/20/2018,B151,1
7780,-1,7/21/2018,B151,0
7781,-1,7/22/2018,B151,0
7782,1,7/23/2018,B151,1
7783,2,7/24/2018,B151,2
7784,3,7/25/2018,B151,0
7785,4,7/26/2018,B151,0
7786,5,7/27/2018,B151,1
7787,-1,7/28/2018,B151,0
7788,-1,7/29/2018,B151,0
7789,1,7/30/2018,B151,0
7790,2,7/31/2018,B151,0
7791,3,8/1/2018,B151,0
7792,4,8/2/2018,B151,0
7793,5,8/3/2018,B151,1
7794,-1,8/4/2018,B151,0
7795,-1,8/5/2018,B151,0
7796,1,8/6/2018,B151,1
7797,2,8/7/2018,B151,1
7798,3,8/8/2018,B151,0
7799,4,8/9/2018,B151,1
7800,5,8/10/2018,B151,0
7801,-1,8/11/2018,B151,2
7802,-1,8/12/2018,B151,0
7803,1,8/13/2018,B151,1
7804,2,8/14/2018,B151,0
7805,3,8/15/2018,B151,4
7806,4,8/16/2018,B151,2
7807,5,8/17/2018,B151,0
7808,-1,8/18/2018,B151,2
7809,-1,8/19/2018,B151,0
7810,1,8/20/2018,B151,4
7811,2,8/21/2018,B151,4
7812,3,8/22/2018,B151,4
7813,4,8/23/2018,B151,0
7814,5,8/24/2018,B151,0
7815,-1,8/25/2018,B151,0
7816,-1,8/26/2018,B151,0
7817,1,8/27/2018,B151,0
7818,2,8/28/2018,B151,1
7819,3,8/29/2018,B151,0
7820,4,8/30/2018,B151,0
7821,-2,1/1/2018,B152,-1
7822,-2,1/2/2018,B152,-1
7823,3,1/3/2018,B152,-1
7824,4,1/4/2018,B152,-1
7825,5,1/5/2018,B152,-1
7826,-1,1/6/2018,B152,-1
7827,-1,1/7/2018,B152,-1
7828,1,1/8/2018,B152,-1
7829,2,1/9/2018,B152,-1
7830,3,1/10/2018,B152,-1
7831,4,1/11/2018,B152,-1
